week,date,time,link,name,season,scraped
6 - 12 Feb 2012,"Saturday, Feb 11 2012",15:00,https://www.whoscored.com/Matches/506699/MatchReport/England-Premier-League-2011-2012-Swansea-Norwich,Swansea-Norwich,2011-2012,x
6 - 12 Feb 2012,"Saturday, Feb 11 2012",15:00,https://www.whoscored.com/Matches/506670/MatchReport/England-Premier-League-2011-2012-Blackburn-Queens-Park-Rangers,Blackburn-Queens Park Rangers,2011-2012,x
6 - 12 Feb 2012,"Saturday, Feb 11 2012",15:00,https://www.whoscored.com/Matches/506671/MatchReport/England-Premier-League-2011-2012-Bolton-Wigan,Bolton-Wigan,2011-2012,x
6 - 12 Feb 2012,"Saturday, Feb 11 2012",15:00,https://www.whoscored.com/Matches/506674/MatchReport/England-Premier-League-2011-2012-Everton-Chelsea,Everton-Chelsea,2011-2012,x
6 - 12 Feb 2012,"Saturday, Feb 11 2012",15:00,https://www.whoscored.com/Matches/506679/MatchReport/England-Premier-League-2011-2012-Fulham-Stoke,Fulham-Stoke,2011-2012,x
6 - 12 Feb 2012,"Saturday, Feb 11 2012",17:30,https://www.whoscored.com/Matches/506703/MatchReport/England-Premier-League-2011-2012-Tottenham-Newcastle-United,Tottenham-Newcastle United,2011-2012,x
6 - 12 Feb 2012,"Sunday, Feb 12 2012",13:30,https://www.whoscored.com/Matches/506706/MatchReport/England-Premier-League-2011-2012-Wolverhampton-Wanderers-West-Bromwich-Albion,Wolverhampton Wanderers-West Bromwich Albion,2011-2012,x
6 - 12 Feb 2012,"Sunday, Feb 12 2012",16:00,https://www.whoscored.com/Matches/506668/MatchReport/England-Premier-League-2011-2012-Aston-Villa-Manchester-City,Aston Villa-Manchester City,2011-2012,x
30 Jan - 5 Feb 2012,"Tuesday, Jan 31 2012",19:45,https://www.whoscored.com/Matches/506572/MatchReport/England-Premier-League-2011-2012-Swansea-Chelsea,Swansea-Chelsea1,2011-2012,x
30 Jan - 5 Feb 2012,"Tuesday, Jan 31 2012",19:45,https://www.whoscored.com/Matches/506575/MatchReport/England-Premier-League-2011-2012-Tottenham-Wigan,Tottenham-Wigan,2011-2012,x
30 Jan - 5 Feb 2012,"Tuesday, Jan 31 2012",19:45,https://www.whoscored.com/Matches/506578/MatchReport/England-Premier-League-2011-2012-Wolverhampton-Wanderers-Liverpool,Wolverhampton Wanderers-Liverpool,2011-2012,x
30 Jan - 5 Feb 2012,"Tuesday, Jan 31 2012",20:00,https://www.whoscored.com/Matches/506601/MatchReport/England-Premier-League-2011-2012-Everton-Manchester-City,Everton-Manchester City,2011-2012,x
30 Jan - 5 Feb 2012,"Tuesday, Jan 31 2012",20:00,https://www.whoscored.com/Matches/506563/MatchReport/England-Premier-League-2011-2012-Manchester-United-Stoke,Manchester United-Stoke,2011-2012,x
30 Jan - 5 Feb 2012,"Wednesday, Feb 1 2012",19:45,https://www.whoscored.com/Matches/506590/MatchReport/England-Premier-League-2011-2012-Aston-Villa-Queens-Park-Rangers,Aston Villa-Queens Park Rangers,2011-2012,x
30 Jan - 5 Feb 2012,"Wednesday, Feb 1 2012",20:00,https://www.whoscored.com/Matches/506598/MatchReport/England-Premier-League-2011-2012-Blackburn-Newcastle-United,Blackburn-Newcastle United,2011-2012,x
30 Jan - 5 Feb 2012,"Wednesday, Feb 1 2012",20:00,https://www.whoscored.com/Matches/506607/MatchReport/England-Premier-League-2011-2012-Fulham-West-Bromwich-Albion,Fulham-West Bromwich Albion,2011-2012,x
30 Jan - 5 Feb 2012,"Wednesday, Feb 1 2012",20:00,https://www.whoscored.com/Matches/506569/MatchReport/England-Premier-League-2011-2012-Sunderland-Norwich,Sunderland-Norwich,2011-2012,x
30 Jan - 5 Feb 2012,"Wednesday, Feb 1 2012",20:00,https://www.whoscored.com/Matches/506559/MatchReport/England-Premier-League-2011-2012-Bolton-Arsenal,Bolton-Arsenal,2011-2012,x
30 Jan - 5 Feb 2012,"Saturday, Feb 4 2012",13:00,https://www.whoscored.com/Matches/506624/MatchReport/England-Premier-League-2011-2012-Arsenal-Blackburn,Arsenal-Blackburn1,2011-2012,x
30 Jan - 5 Feb 2012,"Saturday, Feb 4 2012",15:00,https://www.whoscored.com/Matches/506640/MatchReport/England-Premier-League-2011-2012-Norwich-Bolton,Norwich-Bolton,2011-2012,x
30 Jan - 5 Feb 2012,"Saturday, Feb 4 2012",15:00,https://www.whoscored.com/Matches/506642/MatchReport/England-Premier-League-2011-2012-Queens-Park-Rangers-Wolverhampton-Wanderers,1Queens Park Rangers-Wolverhampton Wanderers,2011-2012,x
30 Jan - 5 Feb 2012,"Saturday, Feb 4 2012",15:00,https://www.whoscored.com/Matches/506646/MatchReport/England-Premier-League-2011-2012-Stoke-Sunderland,1Stoke-Sunderland,2011-2012,x
30 Jan - 5 Feb 2012,"Saturday, Feb 4 2012",15:00,https://www.whoscored.com/Matches/506649/MatchReport/England-Premier-League-2011-2012-West-Bromwich-Albion-Swansea,West Bromwich Albion-Swansea,2011-2012,x
30 Jan - 5 Feb 2012,"Saturday, Feb 4 2012",15:00,https://www.whoscored.com/Matches/506653/MatchReport/England-Premier-League-2011-2012-Wigan-Everton,Wigan-Everton,2011-2012,x
30 Jan - 5 Feb 2012,"Saturday, Feb 4 2012",17:30,https://www.whoscored.com/Matches/506632/MatchReport/England-Premier-League-2011-2012-Manchester-City-Fulham,Manchester City-Fulham,2011-2012,x
30 Jan - 5 Feb 2012,"Sunday, Feb 5 2012",13:30,https://www.whoscored.com/Matches/506636/MatchReport/England-Premier-League-2011-2012-Newcastle-United-Aston-Villa,Newcastle United-Aston Villa,2011-2012,x
30 Jan - 5 Feb 2012,"Sunday, Feb 5 2012",16:00,https://www.whoscored.com/Matches/506626/MatchReport/England-Premier-League-2011-2012-Chelsea-Manchester-United,Chelsea-Manchester United,2011-2012,x
16 - 22 Jan 2012,"Monday, Jan 16 2012",20:00,https://www.whoscored.com/Matches/506419/MatchReport/England-Premier-League-2011-2012-Wigan-Manchester-City,Wigan-Manchester City,2011-2012,x
16 - 22 Jan 2012,"Saturday, Jan 21 2012",12:45,https://www.whoscored.com/Matches/506451/MatchReport/England-Premier-League-2011-2012-Norwich-Chelsea,Norwich-Chelsea,2011-2012,x
16 - 22 Jan 2012,"Saturday, Jan 21 2012",15:00,https://www.whoscored.com/Matches/506454/MatchReport/England-Premier-League-2011-2012-Queens-Park-Rangers-Wigan,Queens Park Rangers-Wigan,2011-2012,x
16 - 22 Jan 2012,"Saturday, Jan 21 2012",15:00,https://www.whoscored.com/Matches/506459/MatchReport/England-Premier-League-2011-2012-Stoke-West-Bromwich-Albion,Stoke-West Bromwich Albion,2011-2012,x
16 - 22 Jan 2012,"Saturday, Jan 21 2012",15:00,https://www.whoscored.com/Matches/506462/MatchReport/England-Premier-League-2011-2012-Sunderland-Swansea,Sunderland-Swansea,2011-2012,x
16 - 22 Jan 2012,"Saturday, Jan 21 2012",15:00,https://www.whoscored.com/Matches/506468/MatchReport/England-Premier-League-2011-2012-Wolverhampton-Wanderers-Aston-Villa,1Wolverhampton Wanderers-Aston Villa,2011-2012,x
16 - 22 Jan 2012,"Saturday, Jan 21 2012",15:00,https://www.whoscored.com/Matches/506436/MatchReport/England-Premier-League-2011-2012-Everton-Blackburn,Everton-Blackburn,2011-2012,x
16 - 22 Jan 2012,"Saturday, Jan 21 2012",15:00,https://www.whoscored.com/Matches/506438/MatchReport/England-Premier-League-2011-2012-Fulham-Newcastle-United,Fulham-Newcastle United,2011-2012,x
16 - 22 Jan 2012,"Saturday, Jan 21 2012",17:30,https://www.whoscored.com/Matches/506432/MatchReport/England-Premier-League-2011-2012-Bolton-Liverpool,Bolton-Liverpool,2011-2012,x
16 - 22 Jan 2012,"Sunday, Jan 22 2012",13:30,https://www.whoscored.com/Matches/506447/MatchReport/England-Premier-League-2011-2012-Manchester-City-Tottenham,Manchester City-Tottenham,2011-2012,x
16 - 22 Jan 2012,"Sunday, Jan 22 2012",16:00,https://www.whoscored.com/Matches/506427/MatchReport/England-Premier-League-2011-2012-Arsenal-Manchester-United,Arsenal-Manchester United,2011-2012,x
9 - 15 Jan 2012,"Wednesday, Jan 11 2012",19:45,https://www.whoscored.com/Matches/505341/MatchReport/England-Premier-League-2011-2012-Tottenham-Everton,Tottenham-Everton,2011-2012,x
9 - 15 Jan 2012,"Saturday, Jan 14 2012",15:00,https://www.whoscored.com/Matches/506394/MatchReport/England-Premier-League-2011-2012-Aston-Villa-Everton,Aston Villa-Everton,2011-2012,x
9 - 15 Jan 2012,"Saturday, Jan 14 2012",15:00,https://www.whoscored.com/Matches/506399/MatchReport/England-Premier-League-2011-2012-Blackburn-Fulham,1Blackburn-Fulham,2011-2012,x
9 - 15 Jan 2012,"Saturday, Jan 14 2012",15:00,https://www.whoscored.com/Matches/506402/MatchReport/England-Premier-League-2011-2012-Chelsea-Sunderland,Chelsea-Sunderland,2011-2012,x
9 - 15 Jan 2012,"Saturday, Jan 14 2012",15:00,https://www.whoscored.com/Matches/506404/MatchReport/England-Premier-League-2011-2012-Liverpool-Stoke,Liverpool-Stoke,2011-2012,x
9 - 15 Jan 2012,"Saturday, Jan 14 2012",15:00,https://www.whoscored.com/Matches/506410/MatchReport/England-Premier-League-2011-2012-Manchester-United-Bolton,Manchester United-Bolton,2011-2012,x
9 - 15 Jan 2012,"Saturday, Jan 14 2012",15:00,https://www.whoscored.com/Matches/506415/MatchReport/England-Premier-League-2011-2012-Tottenham-Wolverhampton-Wanderers,Tottenham-Wolverhampton Wanderers,2011-2012,x
9 - 15 Jan 2012,"Saturday, Jan 14 2012",15:00,https://www.whoscored.com/Matches/506417/MatchReport/England-Premier-League-2011-2012-West-Bromwich-Albion-Norwich,West Bromwich Albion-Norwich,2011-2012,x
9 - 15 Jan 2012,"Sunday, Jan 15 2012",13:30,https://www.whoscored.com/Matches/506411/MatchReport/England-Premier-League-2011-2012-Newcastle-United-Queens-Park-Rangers,Newcastle United-Queens Park Rangers,2011-2012,x
9 - 15 Jan 2012,"Sunday, Jan 15 2012",16:00,https://www.whoscored.com/Matches/506414/MatchReport/England-Premier-League-2011-2012-Swansea-Arsenal,Swansea-Arsenal,2011-2012,x
2 - 8 Jan 2012,"Monday, Jan 2 2012",15:00,https://www.whoscored.com/Matches/506382/MatchReport/England-Premier-League-2011-2012-Wolverhampton-Wanderers-Chelsea,Wolverhampton Wanderers-Chelsea,2011-2012,x
2 - 8 Jan 2012,"Monday, Jan 2 2012",15:00,https://www.whoscored.com/Matches/506337/MatchReport/England-Premier-League-2011-2012-Aston-Villa-Swansea,Aston Villa-Swansea,2011-2012,x
2 - 8 Jan 2012,"Monday, Jan 2 2012",15:00,https://www.whoscored.com/Matches/506344/MatchReport/England-Premier-League-2011-2012-Blackburn-Stoke,Blackburn-Stoke,2011-2012,x
2 - 8 Jan 2012,"Monday, Jan 2 2012",15:00,https://www.whoscored.com/Matches/506369/MatchReport/England-Premier-League-2011-2012-Queens-Park-Rangers-Norwich,1Queens Park Rangers-Norwich,2011-2012,x
2 - 8 Jan 2012,"Monday, Jan 2 2012",17:30,https://www.whoscored.com/Matches/506356/MatchReport/England-Premier-League-2011-2012-Fulham-Arsenal,Fulham-Arsenal1,2011-2012,x
2 - 8 Jan 2012,"Tuesday, Jan 3 2012",19:45,https://www.whoscored.com/Matches/506373/MatchReport/England-Premier-League-2011-2012-Tottenham-West-Bromwich-Albion,Tottenham-West Bromwich Albion,2011-2012,x
2 - 8 Jan 2012,"Tuesday, Jan 3 2012",19:45,https://www.whoscored.com/Matches/506376/MatchReport/England-Premier-League-2011-2012-Wigan-Sunderland,Wigan-Sunderland,2011-2012,x
2 - 8 Jan 2012,"Tuesday, Jan 3 2012",20:00,https://www.whoscored.com/Matches/506359/MatchReport/England-Premier-League-2011-2012-Manchester-City-Liverpool,1Manchester City-Liverpool,2011-2012,x
2 - 8 Jan 2012,"Wednesday, Jan 4 2012",20:00,https://www.whoscored.com/Matches/506365/MatchReport/England-Premier-League-2011-2012-Newcastle-United-Manchester-United,Newcastle United-Manchester United,2011-2012,x
2 - 8 Jan 2012,"Wednesday, Jan 4 2012",20:00,https://www.whoscored.com/Matches/506349/MatchReport/England-Premier-League-2011-2012-Everton-Bolton,Everton-Bolton,2011-2012,x
26 Dec - 1 Jan 2012,"Monday, Dec 26 2011",13:00,https://www.whoscored.com/Matches/506237/MatchReport/England-Premier-League-2011-2012-Chelsea-Fulham,Chelsea-Fulham,2011-2012,x
26 Dec - 1 Jan 2012,"Monday, Dec 26 2011",15:00,https://www.whoscored.com/Matches/506241/MatchReport/England-Premier-League-2011-2012-Liverpool-Blackburn,Liverpool-Blackburn,2011-2012,x
26 Dec - 1 Jan 2012,"Monday, Dec 26 2011",15:00,https://www.whoscored.com/Matches/506248/MatchReport/England-Premier-League-2011-2012-Manchester-United-Wigan,Manchester United-Wigan1,2011-2012,x
26 Dec - 1 Jan 2012,"Monday, Dec 26 2011",15:00,https://www.whoscored.com/Matches/506235/MatchReport/England-Premier-League-2011-2012-Bolton-Newcastle-United,Bolton-Newcastle United,2011-2012,x
26 Dec - 1 Jan 2012,"Monday, Dec 26 2011",15:00,https://www.whoscored.com/Matches/506262/MatchReport/England-Premier-League-2011-2012-Sunderland-Everton,Sunderland-Everton,2011-2012,x
26 Dec - 1 Jan 2012,"Monday, Dec 26 2011",15:00,https://www.whoscored.com/Matches/506271/MatchReport/England-Premier-League-2011-2012-West-Bromwich-Albion-Manchester-City,West Bromwich Albion-Manchester City,2011-2012,x
26 Dec - 1 Jan 2012,"Monday, Dec 26 2011",19:45,https://www.whoscored.com/Matches/506255/MatchReport/England-Premier-League-2011-2012-Stoke-Aston-Villa,Stoke-Aston Villa,2011-2012,x
26 Dec - 1 Jan 2012,"Tuesday, Dec 27 2011",15:00,https://www.whoscored.com/Matches/506232/MatchReport/England-Premier-League-2011-2012-Arsenal-Wolverhampton-Wanderers,Arsenal-Wolverhampton Wanderers1,2011-2012,x
26 Dec - 1 Jan 2012,"Tuesday, Dec 27 2011",17:00,https://www.whoscored.com/Matches/506263/MatchReport/England-Premier-League-2011-2012-Swansea-Queens-Park-Rangers,Swansea-Queens Park Rangers,2011-2012,x
26 Dec - 1 Jan 2012,"Tuesday, Dec 27 2011",19:30,https://www.whoscored.com/Matches/506252/MatchReport/England-Premier-League-2011-2012-Norwich-Tottenham,Norwich-Tottenham,2011-2012,x
26 Dec - 1 Jan 2012,"Friday, Dec 30 2011",19:45,https://www.whoscored.com/Matches/506294/MatchReport/England-Premier-League-2011-2012-Liverpool-Newcastle-United,Liverpool-Newcastle United,2011-2012,x
26 Dec - 1 Jan 2012,"Saturday, Dec 31 2011",12:45,https://www.whoscored.com/Matches/506297/MatchReport/England-Premier-League-2011-2012-Manchester-United-Blackburn,Manchester United-Blackburn,2011-2012,x
26 Dec - 1 Jan 2012,"Saturday, Dec 31 2011",15:00,https://www.whoscored.com/Matches/506304/MatchReport/England-Premier-League-2011-2012-Norwich-Fulham,Norwich-Fulham,2011-2012,x
26 Dec - 1 Jan 2012,"Saturday, Dec 31 2011",15:00,https://www.whoscored.com/Matches/506307/MatchReport/England-Premier-League-2011-2012-Stoke-Wigan,Stoke-Wigan1,2011-2012,x
26 Dec - 1 Jan 2012,"Saturday, Dec 31 2011",15:00,https://www.whoscored.com/Matches/506276/MatchReport/England-Premier-League-2011-2012-Arsenal-Queens-Park-Rangers,Arsenal-Queens Park Rangers,2011-2012,x
26 Dec - 1 Jan 2012,"Saturday, Dec 31 2011",15:00,https://www.whoscored.com/Matches/506284/MatchReport/England-Premier-League-2011-2012-Bolton-Wolverhampton-Wanderers,Bolton-Wolverhampton Wanderers,2011-2012,x
26 Dec - 1 Jan 2012,"Saturday, Dec 31 2011",15:00,https://www.whoscored.com/Matches/506291/MatchReport/England-Premier-League-2011-2012-Chelsea-Aston-Villa,Chelsea-Aston Villa,2011-2012,x
26 Dec - 1 Jan 2012,"Saturday, Dec 31 2011",15:00,https://www.whoscored.com/Matches/506315/MatchReport/England-Premier-League-2011-2012-Swansea-Tottenham,Swansea-Tottenham,2011-2012,x
26 Dec - 1 Jan 2012,"Sunday, Jan 1 2012",12:30,https://www.whoscored.com/Matches/506326/MatchReport/England-Premier-League-2011-2012-West-Bromwich-Albion-Everton,West Bromwich Albion-Everton,2011-2012,x
26 Dec - 1 Jan 2012,"Sunday, Jan 1 2012",15:00,https://www.whoscored.com/Matches/506311/MatchReport/England-Premier-League-2011-2012-Sunderland-Manchester-City,Sunderland-Manchester City,2011-2012,x
19 - 25 Dec 2011,"Tuesday, Dec 20 2011",19:45,https://www.whoscored.com/Matches/506186/MatchReport/England-Premier-League-2011-2012-Wolverhampton-Wanderers-Norwich,Wolverhampton Wanderers-Norwich,2011-2012,x
19 - 25 Dec 2011,"Tuesday, Dec 20 2011",20:00,https://www.whoscored.com/Matches/506199/MatchReport/England-Premier-League-2011-2012-Blackburn-Bolton,Blackburn-Bolton,2011-2012,x
19 - 25 Dec 2011,"Wednesday, Dec 21 2011",19:45,https://www.whoscored.com/Matches/506212/MatchReport/England-Premier-League-2011-2012-Manchester-City-Stoke,Manchester City-Stoke,2011-2012,x
19 - 25 Dec 2011,"Wednesday, Dec 21 2011",19:45,https://www.whoscored.com/Matches/506215/MatchReport/England-Premier-League-2011-2012-Newcastle-United-West-Bromwich-Albion,Newcastle United-West Bromwich Albion,2011-2012,x
19 - 25 Dec 2011,"Wednesday, Dec 21 2011",19:45,https://www.whoscored.com/Matches/506194/MatchReport/England-Premier-League-2011-2012-Aston-Villa-Arsenal,1Aston Villa-Arsenal,2011-2012,x
19 - 25 Dec 2011,"Wednesday, Dec 21 2011",20:00,https://www.whoscored.com/Matches/506174/MatchReport/England-Premier-League-2011-2012-Queens-Park-Rangers-Sunderland,Queens Park Rangers-Sunderland,2011-2012,x
19 - 25 Dec 2011,"Wednesday, Dec 21 2011",20:00,https://www.whoscored.com/Matches/506204/MatchReport/England-Premier-League-2011-2012-Everton-Swansea,Everton-Swansea,2011-2012,x
19 - 25 Dec 2011,"Wednesday, Dec 21 2011",20:00,https://www.whoscored.com/Matches/506209/MatchReport/England-Premier-League-2011-2012-Fulham-Manchester-United,Fulham-Manchester United,2011-2012,x
19 - 25 Dec 2011,"Wednesday, Dec 21 2011",20:00,https://www.whoscored.com/Matches/506184/MatchReport/England-Premier-League-2011-2012-Wigan-Liverpool,Wigan-Liverpool,2011-2012,x
19 - 25 Dec 2011,"Thursday, Dec 22 2011",20:00,https://www.whoscored.com/Matches/506178/MatchReport/England-Premier-League-2011-2012-Tottenham-Chelsea,Tottenham-Chelsea,2011-2012,x
12 - 18 Dec 2011,"Monday, Dec 12 2011",20:00,https://www.whoscored.com/Matches/506083/MatchReport/England-Premier-League-2011-2012-Chelsea-Manchester-City,Chelsea-Manchester City1,2011-2012,x
12 - 18 Dec 2011,"Saturday, Dec 17 2011",15:00,https://www.whoscored.com/Matches/506128/MatchReport/England-Premier-League-2011-2012-Blackburn-West-Bromwich-Albion,Blackburn-West Bromwich Albion,2011-2012,x
12 - 18 Dec 2011,"Saturday, Dec 17 2011",15:00,https://www.whoscored.com/Matches/506136/MatchReport/England-Premier-League-2011-2012-Everton-Norwich,Everton-Norwich,2011-2012,x
12 - 18 Dec 2011,"Saturday, Dec 17 2011",15:00,https://www.whoscored.com/Matches/506141/MatchReport/England-Premier-League-2011-2012-Fulham-Bolton,Fulham-Bolton,2011-2012,x
12 - 18 Dec 2011,"Saturday, Dec 17 2011",15:00,https://www.whoscored.com/Matches/506148/MatchReport/England-Premier-League-2011-2012-Newcastle-United-Swansea,Newcastle United-Swansea,2011-2012,x
12 - 18 Dec 2011,"Saturday, Dec 17 2011",15:00,https://www.whoscored.com/Matches/506165/MatchReport/England-Premier-League-2011-2012-Wolverhampton-Wanderers-Stoke,Wolverhampton Wanderers-Stoke,2011-2012,x
12 - 18 Dec 2011,"Saturday, Dec 17 2011",17:30,https://www.whoscored.com/Matches/506163/MatchReport/England-Premier-League-2011-2012-Wigan-Chelsea,Wigan-Chelsea,2011-2012,x
12 - 18 Dec 2011,"Sunday, Dec 18 2011",12:00,https://www.whoscored.com/Matches/506155/MatchReport/England-Premier-League-2011-2012-Queens-Park-Rangers-Manchester-United,Queens Park Rangers-Manchester United,2011-2012,x
12 - 18 Dec 2011,"Sunday, Dec 18 2011",14:05,https://www.whoscored.com/Matches/506131/MatchReport/England-Premier-League-2011-2012-Aston-Villa-Liverpool,Aston Villa-Liverpool,2011-2012,x
12 - 18 Dec 2011,"Sunday, Dec 18 2011",15:00,https://www.whoscored.com/Matches/506159/MatchReport/England-Premier-League-2011-2012-Tottenham-Sunderland,Tottenham-Sunderland,2011-2012,x
12 - 18 Dec 2011,"Sunday, Dec 18 2011",16:10,https://www.whoscored.com/Matches/506145/MatchReport/England-Premier-League-2011-2012-Manchester-City-Arsenal,Manchester City-Arsenal,2011-2012,x
5 - 11 Dec 2011,"Monday, Dec 5 2011",20:00,https://www.whoscored.com/Matches/506048/MatchReport/England-Premier-League-2011-2012-Fulham-Liverpool,Fulham-Liverpool1,2011-2012,x
5 - 11 Dec 2011,"Saturday, Dec 10 2011",15:00,https://www.whoscored.com/Matches/506116/MatchReport/England-Premier-League-2011-2012-Swansea-Fulham,Swansea-Fulham,2011-2012,x
5 - 11 Dec 2011,"Saturday, Dec 10 2011",15:00,https://www.whoscored.com/Matches/506119/MatchReport/England-Premier-League-2011-2012-West-Bromwich-Albion-Wigan,West Bromwich Albion-Wigan,2011-2012,x
